Cald's Custom Universe
SEC,East,West,,,,,,,,,,,
ACC,Atlantic,Coastal,,,,,,,,,,,
Big Ten,East,West,,,,,,,,,,,
Big 12,Sheriff,Outlaw,,,,,,,,,,,
Pac 12,North,South,,,,,,,,,,,
AAC,East,West,,,,,,,,,,,
# Team format:,Conference,Division,Name,Abbr,Prestige,Rival,,,,,,,
PLAYER,MIZ,WR,Khmari Thompson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,LB,Noah Robinson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,MIZ,CB,Adam Sparks,Fr,69,200,55,55,55,55,55,55,55
PLAYER,MIZ,LB,Chad Bailey,Fr,71,235,55,55,55,55,55,55,55
PLAYER,MIZ,S,Khalil Oliver,Fr,70,195,55,55,55,55,55,55,55
PLAYER,MIZ,QB,Micah Wilson,Fr,74,215,55,55,55,55,55,55,55
PLAYER,MIZ,K,Tucker McCann,Fr,67,180,55,55,55,55,55,55,55
PLAYER,MIZ,DL,Antar Thompson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,MIZ,QB,Lindsey Scott,Fr,74,215,55,55,55,55,55,55,55
PLAYER,MIZ,OL,Samson Bailey,Fr,73,295,55,55,55,55,55,55,55
PLAYER,MIZ,LB,Terez Hall,Fr,71,235,55,55,55,55,55,55,55
PLAYER,MIZ,OL,Tre'Vour Wallace-Simms,Fr,73,295,55,55,55,55,55,55,55
PLAYER,MIZ,DL,Markell Utsey,Fr,72,285,55,55,55,55,55,55,55
PLAYER,MIZ,OL,Yasir Durant,Fr,73,295,55,55,55,55,55,55,55
PLAYER,MIZ,OL,Trystan C.,Fr,73,295,55,55,55,55,55,55,55
PLAYER,MIZ,LB,Ronnell Perkins,Fr,71,235,55,55,55,55,55,55,55
PLAYER,MIZ,LB,Aubrey Miller,Fr,71,235,55,55,55,55,55,55,55
PLAYER,MIZ,CB,Chris Mills,Fr,69,200,55,55,55,55,55,55,55
PLAYER,MIZ,LB,Jamal Brooks,Fr,71,235,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Kam Scott,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,DL,Kobie Whiteside,Fr,72,285,55,55,55,55,55,55,55
PLAYER,MIZ,K,Corey Fatony,Fr,67,180,55,55,55,55,55,55,55
PLAYER,MIZ,CB,Christian Holmes,Fr,69,200,55,55,55,55,55,55,55
PLAYER,MIZ,TE,Brendan Scales,Fr,72,240,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Jalen Knox,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,DL,Terry Beckner,Fr,72,285,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Nate Brown,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,CB,DeMarkus Acy,Fr,69,200,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Emanuel Hall,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,TE,Kendall Blanton,Fr,72,240,55,55,55,55,55,55,55
PLAYER,MIZ,S,Cam Hilton,Fr,70,195,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Richaud Floyd,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,DL,Nate Anderson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,MIZ,TE,Albert Okwuegbunam,Fr,72,240,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Harry Ballard,Fr,74,205,55,55,55,55,55,55,55
PLAYER,MIZ,WR,Dominic Gicinto,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Adam A,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,OL,David Forney,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,S,Sean Williams,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Taylor Jackson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Tazh Maloy,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,CB,John Gillis,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Myles Fells,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,CB,Elijah Jones,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Joshua Van,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Jackson Pittman,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,S,Camren Taylor,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NAVY,K,Bennett Moehring,Fr,67,180,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Alema Kapoi,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Vic Thomas,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Anthony Gargiulo,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Dallas Jeanty,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,CB,Micah Farrar,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Elijah Lugo,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Hudson Sullivan,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Ahmir Lee,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Jacob Gregory,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,WR,OJ Davis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Brendan Mitchell,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Josh Johnson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,S,Juan Hailey,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NAVY,K,Owen White,Fr,67,180,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Dave Tolentino,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Conner Dorris,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,LB,John Kelly,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Nick Novak,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Ford Higgins,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Nizaire Cromartie,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Chris Gesell,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Tre Walker,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Kendel Wright,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Jackson Perkins,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Jarvis Polu,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Zach Abey,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Anthony Villalobos,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Will Andersen,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,CB,Khaylan Williams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Mychal Cooper,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,CB,Jarid Ryan,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Pepe Tanuvasa,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,S,Jacob Springer,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Michael Onuoha,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Nelson Smith,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Nizaire Cromartie,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Walter Little,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Tobe Okafor,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Jake Hawk,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Chase Parrish,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,DL,Josh Webb,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NAVY,QB,Jacob Harrison,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Laurent Njiki,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Andrew Wood,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,OL,Steve Satchell,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Griffin Baumoel,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,CB,Noruwa Obanor,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Bryce Shaw,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Keoni Makekau,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,RB,Bryan Hammond,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NAVY,QB,Ben Glass,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Ryan Mitchell,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,S,Kerrick Jones,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NAVY,QB,Garret Lewis,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NAVY,QB,Malcolm Perry,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NAVY,WR,Aleksei Yaramus,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NAVY,LB,Taylor Heflin,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,LB,Collin Miller,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,DL,DaiShon Neal,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,WR,Stanley Morgan,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,S,JoJo Domann,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,CB,Eric Lee,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NEB,TE,Kurt Rafdal,Fr,72,240,55,55,55,55,55,55,55
PLAYER,NEB,S,Tre Neal,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,OL,Brenden Jaimes,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,OL,Cole Conrad,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,OL,Matt Farniok,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,K,Isaac Armstrong,Fr,67,180,55,55,55,55,55,55,55
PLAYER,NEB,LB,Luke Gifford,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,S,Deontai Williams,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,OL,Broc Bando,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,S,Marquel Dismuke,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,QB,Adrian Martinez,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NEB,WR,Andre Hunt,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,DL,Peyton Newell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,DL,Mick Stoltenberg,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,WR,Mike Williams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,DL,Damion Daniels,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,DL,Casey Rogers,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,LB,Tyrin Ferguson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,CB,Braxton Clark,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NEB,TE,Jack Stoll,Fr,72,240,55,55,55,55,55,55,55
PLAYER,NEB,DL,Ben Stille,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,DL,Vaha Vainuku,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,RB,Miles Jones,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NEB,RB,Wyatt Mazour,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NEB,DL,Khalil Davis,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,QB,Andrew Bunch,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NEB,DL,Deontre Thomas,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,OL,Tanner Farmer,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,LB,Will Honas,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,RB,Devine Ozigbo,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NEB,S,C.J. Smith,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,CB,Cam Taylor,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NEB,LB,Mohamed Barry,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,S,Cam'ron Jones,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,DL,Freedom Akinmoladun,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,OL,Will Farniok,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,LB,Dedrick Young,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,OL,Christian Gaylord,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,WR,Jaevon McQuitty,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,OL,Jerald Foster,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,WR,Kade Warner,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,TE,Austin Allen,Fr,72,240,55,55,55,55,55,55,55
PLAYER,NEB,TE,Cameron Jurgens,Fr,72,240,55,55,55,55,55,55,55
PLAYER,NEB,OL,Hunter Miller,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,WR,Bryan Reimers,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,WR,Jaron Woodyard,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,OL,Boe Wilson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,WR,J.D. Spielman,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,OL,Matt Sichterman,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,OL,John Raridon,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NEB,LB,Breon Dixon,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,K,Barret Pickering,Fr,67,180,55,55,55,55,55,55,55
PLAYER,NEB,QB,Noah Vedral,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NEB,LB,Guy Thomas,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,DL,Carlos Davis,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NEB,CB,Lamar Jackson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NEB,S,Aaron Williams,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,LB,Caleb Tannor,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,WR,Justin McGriff,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NEB,S,Antonio Reed,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NEB,CB,Dicaprio Bootle,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NEB,RB,Maurice Washington,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NEB,LB,Alex Davis,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NEB,RB,Jaylin Bradley,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UNC,S,Myles Wolfolk,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UNC,WR,Thomas Jackson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,WR,Dazz Newsome,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,CB,Tre Shaw,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,OL,Nick Polino,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,DL,Chris Collins,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,DL,Malik Carney,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,WR,Antoine Green,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,DL,Tyler Powell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,DL,Tyrone Hopper,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,CB,Greg Ross,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,DL,Tomon Fox,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,CB,Patrice Rene,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,K,Freeman Jones,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UNC,S,DeAndre Hollins,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UNC,S,J.K. Britt,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UNC,RB,Michael Carter,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UNC,CB,Corey Bell,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,WR,Anthony Ratliff,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,CB,C.J. Cotman,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,QB,Cade Fortin,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UNC,RB,Jordon Brown,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UNC,TE,Jake Bargas,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UNC,OL,Jordan Tucker,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,LB,Kayne Roberts,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,WR,Rontavius Groves,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,DL,Jahlil Taylor,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,OL,Marcus McKethan,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,DL,Jake Lawler,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,LB,Jeremiah Gemmel,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,LB,Cole Holcomb,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,OL,William Sweet,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,S,Myles Dorn,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UNC,OL,Tyler Pritchett,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,K,Hunter Lent,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UNC,LB,Dominique Ross,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,RB,Antonio Williams,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UNC,CB,K.J. Sails,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,OL,Billy Ross,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,QB,Chazz Surratt,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UNC,DL,Jason Strowbridge,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,DL,Allen Cater,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,OL,Jonah Melton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,DL,Jalen Dalton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,LB,Allen Artis,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,OL,Mason Veal,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,TE,Brandon Fritts,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UNC,CB,Trey Morrison,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,OL,Jonathan Trull,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,TE,Carl Tucker,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UNC,S,D.J. Ford,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UNC,WR,Beau Corrales,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,DL,Jeremiah Clarke,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,QB,Nathan Elliott,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UNC,WR,Dyami Brown,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,DL,Aaron Crawford,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UNC,WR,Roscoe Johnson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UNC,RB,Johnathon Sutton,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UNC,TE,Garrett Walston,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UNC,QB,Jace Ruder,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UNC,OL,Jay-Jay McCargo,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,OL,Charlie Heck,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,OL,Joshua Ezeudu,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,OL,William Barnes,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UNC,LB,Jonathan Smith,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,RB,Javonte Williams,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UNC,LB,Malik Robinson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UNC,CB,Bryson Richardson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UNC,LB,Matthew Flint,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,WR,Stephen Louis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,OL,Jalynn Strickland,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,CB,Vernon Grier,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,QB,Bailey Hockman,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NCST,DL,Alim McNeill,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,S,Tim Kidd-Glass,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,LB,Germaine Pratt,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,CB,De'Von Graves,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,DL,Darian Roseboro,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,CB,Chris Ingram,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,OL,Garrett Bradbury,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,OL,Gabriel Gonzalez,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,LB,Louis Acceus,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,RB,Brady Bodine,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NCST,CB,Teshaun Smith,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,QB,Matt McKay,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NCST,QB,Ryan Finley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NCST,WR,C.J. Riley,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,WR,Jakobi Meyers,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,RB,Trent Pennix,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NCST,OL,Tyler Jones,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,OL,Justin Witt,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,S,Freddie Phillips,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,S,Dexter Wright,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,OL,Kendall Brown,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,LB,Payton Wilson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,QB,Devin Leary,Fr,74,215,55,55,55,55,55,55,55
PLAYER,NCST,K,A.J. Cole,Fr,67,180,55,55,55,55,55,55,55
PLAYER,NCST,OL,Tyrone Riley,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,OL,Kahric Belle,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,DL,Shug Frazier,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,RB,Nakia Robinson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NCST,S,Jarius Morehead,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,S,Tanner Ingle,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,OL,Joshua Fedd,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,DL,Larrell Murchison,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,LB,Brock Miller,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,DL,James SmithWilliams,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,CB,Taiyon Palmer,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,LB,Calvin Hart,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,OL,Joe Sculthorpe,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,DL,Eurndraus Bryant,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,OL,Terronne Prescod,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,OL,Bryson Speas,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,S,Stephen Morrison,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,TE,Cary Angeline,Fr,72,240,55,55,55,55,55,55,55
PLAYER,NCST,WR,Jasiah Provillon,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,S,Isaiah Stallings,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,WR,Emeka Emezie,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,WR,Kelvin Harmon,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,WR,Thayer Thomas,Fr,74,205,55,55,55,55,55,55,55
PLAYER,NCST,CB,Maurice Trowell,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,LB,Isaiah Moore,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NCST,RB,Ricky Person,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NCST,RB,Dylan Autenrieth,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NCST,OL,Emanuel McGirt,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,TE,Dylan Parham,Fr,72,240,55,55,55,55,55,55,55
PLAYER,NCST,CB,Nick McCloud,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,DL,Ibrahim Kante,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,OL,Philip Walton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,DL,Joseph Boletepeli,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,DL,Joe Babros,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,OL,Kollin Byers,Fr,73,295,55,55,55,55,55,55,55
PLAYER,NCST,K,Christopher Dunn,Fr,67,180,55,55,55,55,55,55,55
PLAYER,NCST,CB,Kishawn Miller,Fr,69,200,55,55,55,55,55,55,55
PLAYER,NCST,S,Stephen Griffin,Fr,70,195,55,55,55,55,55,55,55
PLAYER,NCST,DL,Deonte Holden,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,DL,Grant Gibson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NCST,RB,Reggie Gallaspy,Fr,68,220,55,55,55,55,55,55,55
PLAYER,NW,LB,Jango Glackin,Fr,71,235,55,55,55,55,55,55,55
PLAYER,NW,DL,Joe Gaziano,Fr,72,285,55,55,55,55,55,55,55
PLAYER,NW,TE,Trey Pugh,Fr,72,240,55,55,55,55,55,55,55
